user_id,file_id,type,segment_id,timestamp,impact_scalar,comment
212,M01000AJ9,video,M01000AJ9_0016,233.0,5,"Pre-change: People were getting ready to have the cake. The mood in the room was calm. Shift: Some girls were talking about putting cream on the birthday girl and the birthday girl reacted strongly. She started to run away from the group. Evidence: Birthday girl raised her voice, waved her hands in refusal and ran away from the group."
212,M01000AJ9,video,M01000AJ9_0018,264.0,5,Pre-change: Birthday girl walked back in the room calmly. Shift: The group put cream on the face of the birthday boy and the group laughed joyfully. Some girls pointed at the birthday boy excitedly. Evidence: People laughed out loudly and some girls pointed at the birthday boy while laughing loudly and excitedly.
212,M01000AJA,video,M01000AJA_0008,106.0,5,"Pre-change: A group of girls were waiting for the noodles to be ready and they were excitedly joking around. Shift: The noodle was ready and the girls started eating. They became much quieter. Evidence: People were busily eating noodles, and were much less engaged in the conversation."
212,M01000AJA,video,M01000AJA_0013,182.0,5,Pre-change: The girls were quietly enjoying the noodles and conversation was limited and quiet. Shift: A girl remembered a fond memory and started talking about it excitedly. The mood became more excited and people were more engaged in the conversation. Evidence: The girl laughed and talked excitedly and others joined the conversation.
212,M01000FO1,video,M01000FO1_0015,247.0,4,Pre-change: The chef was busying working on the dough while others were watching. The mood in the room was quiet and calm. Shift: The chef started pulling the dough into smaller pieces and the others were impressed. The mood in the room became much upbeat. Evidence: The chef started talking with one guest made the impressed sound each time the chef pulled the dough.
212,M01003M18,video,M01003M18_0007,144.0,1,"Pre-change: The wife was not happy, but she was still quite controlled. Shift: The wife became much irritated and looked very angry. She started ranting. It looked like ""I had enough and can't hold the anger anymore"".  Evidence: The wife had a long pause, then put her hand on her waist and sighed. She also sneered and raised her voice."
212,M01003M18,video,M01003M18_0009,185.0,1,"Pre-change: The husband tried to persuade the wife with wife listening and doing her own thing. She was not happy, but still much controlled. Shift: The wife became obviously upset when husband commented on the wife's education and reactivated with multiple  rhetorical questions. Evidence: She frowned and talked back to her husband, with a lot of head movement. She sounds angry and impatient."
212,M01003M18,video,M01003M18_0018,308.0,1,"Pre-change: The husband kept trying calmly to persuade the wife while wife was busy with her cleaning, not reacting much to the husband, until the husband complained that the wife was too lazy. Shift: The wife became angry and stopped what she was doing and argued with the husband. Evidence: The wife looked at the husband angrily and raised her voice while stopped her cleaning and started talking back."
212,M01003M18,video,M01003M18_0019,325.0,1,"Pre-change: The husband pointed out the age of the wife while the wife kept doing cleaning, not interacting with the husband. Shift: The wife stopped cleaning and looked at the husband intensely to correct the husband about her age. She looked very upset. Evidence: She raised her voice, waved her hand, and used rhetoric question."
212,M01003YN6,video,M01003YN6_0003,38.0,1,"Pre-change: The female served the male fruit to mend their relationship. The male was a bit upset, but still controlled. The mood was a bit down, but still calm. Shift: The male started complaining, and the mood became more intense. Evidence: Male pointed at the female and raised his voice when talking back to the female."
212,M01003YN6,video,M01003YN6_0008,119.0,4,"Pre-change: The male and female complained about each other's bad behavior, and the mood was quite intense. Shift: The female took a seat by the male and they shared the fruit together. The mood was much relaxed as their relationship improved. Evidence: The female sat beside the male and the male fed the female fruits. The female also hold the male's arm and laughed a bit."
212,M01003YN6,video,M01003YN6_0013,193.0,5,"Pre-change: The female was still complaining what the male did was wrong. She was a bit upset and her voice was intense. Shift: The male offered to take her out for dinner and both speakers calmed down and felt relaxed and happy. Both were speaking softly, calmly. Evidence: The female hold the male's arm and pouted."
212,M01003YN6,video,M01003YN6_0015,226.0,1,"Pre-change: The couple were talking about dinner plan and both speakers were happy, contended. Shift: The male recounted a bad memory and the female started blaming the male. The mood became more intense. Evidence: Both speakers raised their voice and talked over each other. The wife also slapped her thigh to show her intensity."
212,M01003JLO,video,M01003JLO_0010,150.0,4,"Pre-change: The female was very upset with the male and she has refused all requests/persuasion from the male. Shift: The female softened her tone and provided her request and was ready to discuss the issues with the male. Evidence: The female paused, tidied up a hair, and started her request by ""how about ...""."
212,M01003JLO,video,M01003JLO_0020,298.0,1,"Pre-change: The speakers discussed ways to solve their problem and the male refused to promise what the female expected. Female speaker is not happy, but still controlled and willing to talk with the male. Shift: The female was very disappointed and disgusted and asked the male to leave immediately. Evidence: The female paused and asked the male to take his gifts and leave immediately. She gestured and threatened to call the police if the male showed up again."
212,M01003JQV,video,M01003JQV_0006,115.0,2,"Pre-change: The speakers were having their meal. The mood is calm, relaxed. Shift: The male sat beside the female and wanted to discuss something with the female. The female was surprised. The  mood turned to a bit intense. Evidence: The female asked what the male was doing. She stopped eating and folded her arms."
212,M01003JQV,video,M01003JQV_0007,125.0,1,"Pre-change: The male sat beside the female and the female looked suspicious and was alerted. Shift: The male put his arm around the female, which made the female very uncomfortable and she looked angry. Evidence: The female asked the male to stop pawing her. She removed his arm from her and refused any further physical touch from the male."
212,M01003JQV,video,M01003JQV_0017,282.0,1,"Pre-change: The female was complaining that the male didn't do enough for her. The mood is a bit down, but still controlled. Shift: The male kissed the female and the female was startled and angry. She pushed the male away and asked her to go away. Evidence: The female gasped. She pushed the male away and told him to go away."
212,M01003JUU,video,M01003JUU_0003,1051.0,5,"Pre-change: One female speaker talked about her experience calmly and the others in the room listened quietly. Shift: The female speaker said some bad thing about herself and the others joined to disagree with her. Multiple speakers spoke at the same time. Evidence: Multiple speakers spoke at the same time, with some gesturing too."
212,M01003JUU,video,M01003JUU_0009,1139.0,5,Pre-change: The female speaker recounted her high school life calmly with the others in the room listened quietly. Shift: The female speaker talked about she was stronger in STEM in high school. The others were surprised by this information and started to engage in the conversation. Evidence: Multiple people asked confirmation questions and some looked suspicious.
212,M01003JUU,video,M01003JUU_0016,1248.0,5,Pre-change: The female speaker was recounting calmly her high school math teacher's comment about her. The others in the room listened quietly. Shift: The others didn't agree with the teacher's comment about the female speaker and reacted loudly with similar things they heard from their teachers. Evidence: Multiple people spoke at the same time with raised voice. Female speaker also laughed.
212,M01003LLO,video,M01003LLO_0002,39.0,1,"Pre-change: Female 1 was unloading packages and chatting with female 2, both were calm and the mood was relaxed. Shift: Female 1 asked whether female 2 would have a party and female 2 reactivated disgusted. The mood was a bit intense. Evidence: Female 2 said angrily to the female 1: ""you don't even think about it!"" and pointed her fingers at female 1."
212,M01003LLO,video,M01003LLO_0015,232.0,5,"Pre-change: The husband was waiting alone in the parking lot for the wife, and worrying about the wife. Shift: The wife joined the husband in the parking lot, showing her certificate. Both were happy and started laughing. Evidence: Wife showed husband her certificate and both laughed."
212,M01003M1F,video,M01003M1F_0002,30.0,2,Pre-change: The guy was examine the used car with the owners. The mood was upbeat. Shift: The guy stepped away to a quiet place to eat some food alone. He looked tired. Evidence: The guy walked away from the car and car owner and complained that he was hungry. He ate alone in the corner.
212,M01003M1F,video,M01003M1F_0016,235.0,1,Pre-change: The guy finished examining the car and was about to negotiate purchasing price. Both the guy and the owner were calm. Shift: The guy asked the owner to cut the price due to several defects he identified on the car. The owner was anxious. The mood became intense. Evidence: The owner raised his voice and used gesture. The guy laughed nervously.
212,M01003M1N,video,M01003M1N_0009,132.0,4,Pre-change: The male took his girl friend to visit his aunt and the girl friend was very nervous and felt quite uneasy. Shift: The girl friend was in the kitchen with the male's aunt and it seems she calmed down and felt much relaxed. Evidence: The girl was looking at the refrigerator with the aunt in the kitchen and the male was laughing.
212,M01003M20,video,M01003M20_0003,31.0,1,Pre-change: The couple got home and started tidying up things. Both speakers were relaxed. Shift: The wife asked the husband whether he missed her and got negative response. Wife was upset and the mood in the room became a bit intense. Evidence: Wife raised her voice and looked at the husband scoldingly.
212,M01003M20,video,M01003M20_0005,71.0,1,Pre-change: The couple were talking about the husband's business. The wife was disappointed that the husband didn't share enough. Both stayed calm. Shift: The husband told the wife that he lost money and the wife was very surprised and became angry. Evidence: The wife raised her voice and smile disappeared from her face. She was not happy with the husband.
212,M01003M20,video,M01003M20_0015,216.0,5,"Pre-change: The wife was not happy that the husband lost money while the husband explained what went wrong. The mood in the room was very down, with both speakers felt upset. Shift: The wife comforted the husband and wanted to put it behind. The mood became more upbeat. Evidence: Wife patted on the back of the husband and said ""it is OK"". She also smiled and encouraged her husband."
212,M01003M2H,video,M01003M2H_0004,105.0,2,"Pre-change: Husband got home and greeted family. The mood was quiet, peaceful. Shift: Husband shared the bad news with wife and wife was disgusted by the news. She was not happy with it and blamed her husband. The mood was quite intense. Evidence: Wife crossed her arms and raised her voice. She also had the disgusted facial expression."
212,M01003NEX,video,M01003NEX_0017,357.0,2,"Pre-change: The couple was travelling to a new place and they looked quite happy and excited. Shift: The couple was quarantined and confined to their car. Both looked unhappy, unannoyed and the mood was quite intense. Evidence: The husband talked fast, with a lot of gestures."
212,M01003S1K,video,M01003S1K_0003,464.0,2,"Pre-change: Girl and boy had a good time looking at old pictures. Both speakers are relaxed and in good spirit. Shift: The girl recounted a memory. She was upset and angry. The boy, on the other hand, laughed at the memory. Evidence: The girl raised her voice, rolled her eyes and the boy was laughing."
212,M01003S1K,video,M01003S1K_0008,551.0,2,"Pre-change: The girl and boy were looking at a picture and recounting their happy memory. Both were relaxed and looked happy. Shift: The girl was surprised and disgusted by the her zoomed-in picture. Evidence: She shrieked and said ""nooooooo"" in high voice. That also brought up her bad memory with the boy."
212,M01003T1X,video,M01003T1X_0012,376.0,5,Pre-change: Speakers are in an interview and both speakers are calm. Shift: Interviewee shared a fond memory and got excited and happy. Both speakers laughed and the mood became much relaxed. Evidence: Both speakers laughed.
212,M01003VMI,video,M01003VMI_0013,482.0,4,Pre-change: Wife shared the news of her mother's medical treatment and cost. Wife was quite concerned and serious. Shift: Husband agreed to share the cost with wife's siblings and wife felt much relieved. Evidence: Wife relaxed and smiled and laughed together with her husband.
212,M01003VNR,video,M01003VNR_0010,437.0,4,"Pre-change: Speakers were looking at model pictures and discussing on their potential. The mood is generally calm. Shift: Speakers were very impressed with pictures of one model and they were both excited about her and had high remarks on her. Evidence: Both speakers used ""oh my gosh"" and one speaker also raised her voice."
212,M01003VOY,video,M01003VOY_0008,2989.0,4,Pre-change: Speakers were talking about friendship and love. Both speakers shared their opinions calmly. Shift: Speaker 1 mentioned that friendship lasts longer than love by giving examples. The examples were outliers which made both speakers laughed. Evidence: Both speakers laughed and speaker 1 also used more gesture and had more body movements.
212,M01003VOY,video,M01003VOY_0011,3024.0,4,Pre-change: Speakers wrapped up discussion on friendship and speaker 2 brought up a new topic on ranking of different relationships. The mood is relaxed and calm. Shift: Both speakers got excited with the new topic and they started talking over each other. Both speakers used more gesture. Evidence: Both speakers started talking over each other. Both speakers used more gesture. Speaker 2 also laughed.
212,M01003VOY,video,M01003VOY_0016,3108.0,4,"Pre-change: Speakers finished their discussion for the day. Both speakers were tired, but calm. Shift: Speaker 1 wrapped up the discussion for the day and both speakers felt relieved. Evidence: Both speakers laughed and used more gestures."
212,M01003VPM,video,M01003VPM_0007,164.0,4,Pre-change: Speakers were talking about cost of running a car race team. Male speaker shared most of the information while female speaker listened attentively. Both speakers were calm. Shift: Female speaker wanted to know how important being gifted is for car racing. She was eager to know the answer. Male speaker cracked a joke which enlightened the mood. Male speaker was apparently more excited afterwards. Evidence: The joke made female speaker laughed out loudly. Male speaker smiled too.
212,M01003VPM,video,M01003VPM_0014,269.0,4,"Pre-change: Male speaker recounted how he stayed competitive with less money in car racing, with female speaker listened attentively. Both speakers were a bit intense. Shift: Female speaker asked about how people entered in car racing. Both speakers became relaxed. Evidence: Female speakers laughed while asked the question. Both speaker sat relaxed on sofa instead of being straight up."
212,M01003VUT,video,M01003VUT_0002,1004.0,4,Pre-change: Speakers were talking about their view on most embarrassing/disgusting things. Both speakers were calm. Shift: Speaker 1 thought of something and became much more excited. Both speakers burst into laughter. Evidence: Speaker 1 raised one finger and opened her eyes and mouth widely before talking. Then both speakers laughed out loudly while speaker 1 holding speaker 2's arm.
212,M01003VVI,video,M01003VVI_0017,484.0,2,"Pre-change: Speakers were eating and reviewing videos they shot previously. All speakers were joyful and relaxed. Shift: Male speaker 1 asked whether the other two speakers were a couple, which made them a bit uncomfortable. Evidence: Both speakers smiled nervously and looked at each other before the female speaker clarified their relationship."
212,M01003VVI,video,M01003VVI_0018,503.0,4,Pre-change: Speakers were talking about the relationship between two of the speakers and all speaker were a bit uncomfortable. Shift: Male speaker 2 explained to speaker 1 what his relationship is like between him and the female speaker. The mood is more relaxed and calm. Evidence: Male speaker 1 and female speaker smiled while listening to male speaker 2. Later all speakers laughed.
212,M0100053I,audio,M0100053I_0018,399.0,2,"Pre-change: Speakers were exchanging information of their mutual friends and family members. Both speakers are calm and the mood was relaxed. Shift: Speakers talked about the difficulties they were facing in their lives. Both speakers felt a bit down and anxious. Evidence: One speaker talked about his life ""being chaotic"" and the other speaker talked about him being stressed out. One speaker also lowered his voice."
212,M01000546,audio,M01000546_0006,137.0,4,Pre-change: Female speaker was talking about her busy work and felt sad that she had to work on weekends. The mood was a bit down. Shift: Speakers started talking about the phone recording study and both speakers became excited. The mood was upbeat. Evidence: Female speaker raised her voice and laughed.
212,M0100054E,audio,M0100054E_0004,171.0,2,Pre-change: Daughter and mother were chit-chatting. Daughter was excited was eager to share updates with mother. Shift: Daughter started asking mother's health and sensed something was wrong. She was very worried and insisted that her mother not hiding any bad news. Evidence: Daughter sounded very concerned and mother was reluctant to share much. Mother eventually shared the truth and daughter grew more and more concerned.
212,M0100054E,audio,M0100054E_0013,344.0,4,Pre-change: Mother shared news about their bad health and death of friends. Daughter was very concerned and the mood was quite down. Shift: Mother started asking daughter's life and study. Daughter became much more relaxed and calmed. Evidence: Daughter lowered her voice and sounded more relaxed.
212,M0100054N,audio,M0100054N_0015,351.0,4,Pre-change: Daughter and father were chit-chatting. Both speakers were calm. Shift: Father heard baby grandson and became excited. Daughter described what the baby was doing while father tried to talk to the baby. Both speakers were cheerful. Evidence: Father raised his voice and laughed.
212,M01000G9B,text,M01000G9B_0021,434.0,4,Pre-change: Daughter was stressed about writing her thesis while the mom worried about the daughter not getting enough rest. Daughter was annoyed and lost her patience with her mom. Both speakers were anxious and the mood was quite intense. Shift: Daughter was about to finish her thesis and shared with her mom what she had for snacks and main meal. Daughter felt much more relaxed and was engaged with talking to her mom again. The mood was calm and relaxed. Evidence: Daughter sounded more upbeat and relaxed. Both speakers used shorter messages.
212,M01000G9H,text,M01000G9H_0042,390.0,2,"Pre-change: Husband and wife were chit-chatting. Both speakers were calm. Shift: Wife became very upset about her job arrangement and complained to husband. The mood was quite intense. Evidence: Wife said ""I am so pissed off""."
212,M01000G9A,text,M01000G9A_0034,635.0,5,Pre-change: One speaker was upset and the other speaker was comforting them. The mood was quite down. Shift: Speakers changed the topic to plans for dinner and the evening. Both speakers were casual and more relaxed. Evidence: Both speakers used shorter messages and sounded more upbeat.
212,M01000G9K,text,M01000G9K_0079,3432.0,4,"Pre-change: Speakers were a bit anxious with the bad news of their company. Shift: Speakers were chit-chatting and joking around. The mood was quite relaxed. Evidence: Both speakers sounded cheerful. Speaker 153054 mentioned ""it was fun"" and speaker 152709 laughed out loudly (hahaha)."
212,M01000G9K,text,M01000G9K_0054,3222.0,2,Pre-change: Speakers were chit-chatting on cars. Both speakers were calm and relaxed. Shift: One speaker shared bad news about their company and the mood became intense. Evidence: One speaker used exclamation marks and both speakers sounded a bit down.
212,M01000G9J,text,M01000G9J_0006,1282.0,5,"Pre-change: Speakers were chit-chatting working schedule. Both speakers were calm and relaxed. Shift: Speakers became very animated, praised each other and thanked each other for the support each one gave. Both speakers were excited and the mood was much upbeat. Evidence: One speaker ""laughed out loud"" (haha) and the other used exclamation marks."
212,M01000G9A,text,M01000G9A_0015,162.0,4,Pre-change: Speakers were chit-chatting. Both speakers were casual and relaxed. Shift: One speaker recounted a bad experience and felt upset. Both speakers were more serious. Evidence: One speaker mentioned feeling very uncomfortable and not happy. Both speakers used longer messages
212,M01000G9F,text,M01000G9F_0089,1075.0,4,"Pre-change: Speakers were talking about how to deal with the stolen credit card. The mood was quite down and intense. Shift: Speakers changed the topic to shopping for a gift. Both speakers were relaxed. Evidence: Both speakers sounded more upbeat, one speaker used a ""smile"" (heihei)."
212,M01000G9F,text,M01000G9F_0039,514.0,4,Pre-change: Speakers were talking about shopping on Amazon. Both speakers were cheerful and calm. Shift: One speaker became was very talking about their credit card being stolen and the other speaker was comforting them. The mood was quite down and a bit intense. Evidence: One speaker mentioned that he/she was very worried and used a lot of dots to indicate anxiety.
212,M01000G9H,text,M01000G9H_0061,580.0,4,Pre-change: Wife and husband were talking about wife's job arrangement and wife was very upset. Shift: Wife and husband were chit-chatting. Both speakers were calm and the mood was relaxed. Evidence: Husband mentioned he was very comfortable after shower and wife sounded more upbeat and relaxed.
215,M0100054L,audio,M0100054L_0010,138.0,3,"Pre-change: a man and his mom are talking on the phone about their daily life in lighthearted tone Shift: the man is asking if his dad on the phone and the phone switches to the dad, dad and the man is causal talking about their life and work in lighthearted tone Evidence: the mom gives the phone to the dad and they starts talking"
215,M0100054S,audio,M0100054S_0002,171.0,3,"Pre-change: a man and an old woman are talking, the old woman says that she has to stay with her husband all the time, she can't leave Shift: another woman joins in the conversation suddenly and speaks loudly Evidence: another young woman speaks suddenly and very loud in worried tone"
215,M0100054S,audio,M0100054S_0016,350.0,3,"Pre-change: the old woman and the couple are talking about money, they speak overlap Shift: the man trying to stop the old woman and tells her that they will mail all the left over money back to China Evidence: the man stops the old woman, both women stop talking, the man starts to talk by himself"
55966,M0100054Z,audio,M0100054Z_0006,189.0,3,Pre-change: Two people talk about shopping for clothes in normal tone. Shift: Mom suggested to let Dad do the phone.  Evidence: Dad start to talking on the phone.
55966,M0100054Z,audio,M0100054Z_0009,234.0,3,Pre-change: Dad and daughter continue to talk about buying pants in normal tone. Shift: The daughter interrupted the conversation and asked her father how he thought about another person studying abroad. The topic shifted to taking the GRE test and applying for a school. in a serious tone Evidence: Daughter said: let's not talk about this. then shifted the topic in a serious tone.
55966,M0100055J,audio,M0100055J_0013,576.0,3,"Pre-change: Daughter complains to mom about someone. A little angry tone. Shift: topic shifted. Talking about her scholarship for next year has been approved. Happy tone. Evidence: topic change, tone change"
215,M010005DJ,audio,M010005DJ_0011,842.0,2,"Pre-change: daughter and father is casual talking about their life, grandfather's situation, father says that he already got the room ready and waits for the daughter to come back Shift: daughter says I don't know when I can come back, father starts to encourage daughter to come back and run a company, daughter becomes a little awkward Evidence: daughter laugh out loud awkward and admits that she didn't know herself before"
215,M010005FS,audio,M010005FS_0005,660.0,3,"Pre-change: 2 men are casual chatting, work and lives, another woman is listening and sometimes laughing Shift: Man A asks the woman to join the conversation and he starts to talk with her in dialect Evidence: Man A calls the name of the woman and starts talk with her in his dialect"
55966,M010005G2,audio,M010005G2_0007,71.0,3,"Pre-change: The two chatted about their husband's work trip in normal tone. Shift: One person suddenly interrupted the conversation and asked how the other person's son was doing. lighthearted tone Evidence: topic changed, louder voice, tone changed"
55966,M010005GC,audio,M010005GC_0004,750.0,3,"Pre-change: The two talked about their mother-in-law in normal tone. Shift: After a brief pause, a woman speaks anxiously about her near-abortion experience. The topic has shifted. Evidence: brief pause, topic changed, anxious tone"
55966,M010005GO,audio,M010005GO_0022,1166.0,3,"Pre-change: Two people gossip about daily life in lighthearted tone. Shift: After a short pause, one asks the other what's the latest news?\ntopic changed Evidence: after short pause topic changed"
55966,M010005NF,audio,M010005NF_0008,785.0,3,"Pre-change: Two friends chatting casually. Shift: One person's voice suddenly became smaller, and the other person paused the conversation and asked if the other person had a problem with the phone. The topic was interrupted. Evidence: lower voice"
55966,M010005NF,audio,M010005NF_0019,925.0,3,"Pre-change: Two people talk about the schedule of returning to China during the Spring Festival in lighthearted tone. Shift: One person's voice suddenly became smaller, and the other person paused the conversation and asked if the other person had a problem with the phone. The topic was shifted. Evidence: lower voice, topic changed"
215,M010006KW,audio,M010006KW_0002,54.0,3,"Pre-change: Two people talking about home school calmly Shift: Suddenly woman A says that the signal is not good,  woman B says that I should go out to make the call, and then continued the conversation Evidence: woman B opened the door and went out, paused the topic, and resumed the conversation outside"
55994,M010006RQ,audio,M010006RQ_0006,131.0,3,"Pre-change: Two strangers are talking about social class in China. Shift: The guy gives his opinion that it is hard to define “social class”. Shall you define it from one’s salary, education, behavior etc, which the girl finds it funny. Evidence: The girl giggles."
215,M010006YT,audio,M010006YT_0003,96.0,4,"Pre-change: Two people are talking about the relationship between money and property calmly, a little embarrassed, pauses Shift: The man asked where the woman came from, they becomes relax Evidence: they laugh out loud"
55994,M010006ZL,audio,M010006ZL_0001,100.0,3,"Pre-change: Two strangers are talking about the embarrassed thing they have met. The girl says that it was so embarrassing that the teacher would read the test scores out loud from the lowest to the highest in front of the whole class.  Shift: By hearing it, the guy is very surprised and couldn’t believe it happens in the U.S. and the girl explains that it happened in mainland China. Evidence: The guy raises his voice in surprise."
55994,M010006ZL,audio,M010006ZL_0016,319.0,3,Pre-change: The girl is talking about how difficult the Chinese students’ life is in the U.S.  Shift: She says that it happens sometimes the African-American students would bully the Chinese students in her campus and the guy is very surprised by hearing it. Evidence: The guy raises his voice in surprise.
55966,M010006ZX,audio,M010006ZX_0014,630.0,3,"Pre-change: Father and daughter chatting in a normal tone. Shift: The father confessed to his daughter that he had mistakenly opened a letter she had written to someone else. Very sorry tone. The daughter is not very happy. The atmosphere of the conversation changed, and so did the topic. Evidence: tone changed, topic changed"
215,M01000721,audio,M01000721_0021,286.0,3,"Pre-change: mom and daughter are talking about making clothes Shift: the daughter asks her mom where is her grandma, then the mom says that her grandma going downstairs, the daughter becomes excited Evidence: the daughter laugh out loud"
55994,M010007RK,audio,M010007RK_0020,348.0,3,Pre-change: Two strangers are talking about Internet dating. The girl is sharing her friend’s example. Shift: She says her friend has an internet friend from the U.S. and they would chat online but only the U.S. guy turns on the camera and the girl wouldn’t. The guy finds it funny. Evidence: The guy chuckles.
55966,M010007RX,audio,M010007RX_0014,287.0,3,Pre-change: Two people discuss the feasibility of a linguistics project in a normal tone. Shift: The woman suddenly interrupted the topic and asked if the man was a student and what major he studied. Evidence: The woman suddenly interrupted the topic
215,M010007SY,audio,M010007SY_0004,142.0,3,Pre-change: Two strange men chatting about the calling program they participated in in lighthearted tone Shift: Suddenly a man asks another man about unique calls in a more polite tone Evidence: he uses more polite words
215,M010007SY,audio,M010007SY_0018,357.0,3,"Pre-change: A man discusses his participation in a project and calls a lot of people in a calm tone  Shift: Suddenly it occurred to him that he could not make unique calls and earn more money, he becomes a little angry, another man starts to comfort him Evidence: A man raises his voice and shouts in a little angry tone, another man try to comfort him and clam down him"
55966,M010007TU,audio,M010007TU_0009,192.0,3,"Pre-change: Two people discuss what is important to a person to be successful in normal tone. Shift: One stopped suddenly and said ""hello"" twice, confirming that the other was still listening. The topic was interrupted. Evidence: one person suddenly say hello twice when they talk about a serious topic."
55994,M010007UV,audio,M010007UV_0009,177.0,3,Pre-change: Two strangers are talking about scam phone calls and sales calls. Shift: The lady is expressing her annoyance of those robocalls and the guy asks her just not to answer those calls. The lady explains that those incoming numbers look like regular phone numbers so she would answer it. Evidence: The lady raises her voice.
215,M010007VV,audio,M010007VV_0006,152.0,2,"Pre-change: A man and a woman are talking about how to date in lighthearted tone Shift: The man asks the woman how to date, and the woman says that our first date is to make love Evidence: The man is a little surprised and laughs awkwardly"
215,M010007VV,audio,M010007VV_0009,191.0,2,"Pre-change: Man asks woman what she thinks a first date should be in lighthearted tone Shift: Woman says they just want to have sex, and she says that the man is bumpkin from mainland China, man gets embarrassed Evidence: man smiles a bit embarrassed"
55966,M010007WC,audio,M010007WC_0016,301.0,3,"Pre-change: Two people talk about their views on online dating in normal tone. Shift: One person suddenly asked another person in an excited tone if she was not married yet, and the topic shifted to her personal marriage and love status. Evidence: excited and louder voice, topic changed"
55994,M010007WJ,audio,M010007WJ_0006,104.0,3,Pre-change: Two strangers are chic-chatting. The guy asks the lady to pick a topic. Shift: The lady says that it doesn’t matter and then chuckles to cover the awkwardness. Evidence: She chuckles.
55966,M010007X3,audio,M010007X3_0008,125.0,3,"Pre-change: Two people talk about employment in normal tone. Shift: The man suddenly interrupted the conversation and asked why the woman spoke so much like a Taiwanese. The woman felt a little embarrassed. The man asked where she was from, but the woman was unwilling to answer. The atmosphere became a little awkward. Evidence: man interrupt the topic.\nwoman feels a little embarrassed.\nconversation turn to a little awkward."
55994,M010007XB,audio,M010007XB_0019,298.0,3,"Pre-change: Two strangers are chic-chatting and asking where each other’s hometown is. Shift: After hearing where lady 2 comes from, Lady 1 says that maybe they can speak the dialect since their hometowns are so close, which makes lady 2 very happy and surprised. Evidence: Lady 2 laughs out loud and sounds very happy."
55966,M010007Y7,audio,M010007Y7_0015,302.0,3,"Pre-change: Two people discuss each other's majors. Shift: One suddenly asked if they could leave contact information for each other, the other smiled and said yes, and then they started to leave phone numbers. The topic of conversation was interrupted. Evidence: one person suddenly ask to exchange contact information instead of talking about their majors."
215,M0100082W,audio,M0100082W_0016,338.0,3,"Pre-change: Two people talking about mobile phone charges in lighthearted tone Shift: When they talks about the unreasonable increase in mobile phone bills, the woman becomes more and more agitated, she is a little angry  Evidence: woman speaks faster, in critical tone"
